region_code,weather_param,year, key, value
Wales,Tmin,1945,ANN,5.99
Wales,Tmin,1946,JAN,0.0
Wales,Tmin,1946,FEB,3.4
Wales,Tmin,1946,MAR,0.9
Wales,Tmin,1946,APR,4.4
Wales,Tmin,1946,MAY,5.2
Wales,Tmin,1946,JUN,7.8
Wales,Tmin,1946,JUL,10.3
Wales,Tmin,1946,AUG,9.6
Wales,Tmin,1946,SEP,9.8
Wales,Tmin,1946,OCT,6.5
Wales,Tmin,1946,NOV,5.4
Wales,Tmin,1946,DEC,0.5
Wales,Tmin,1946,WIN,2.10
Wales,Tmin,1946,SPR,3.51
Wales,Tmin,1946,SUM,9.25
Wales,Tmin,1946,AUT,7.22
Wales,Tmin,1946,ANN,5.32
Wales,Tmin,1947,JAN,-0.4
Wales,Tmin,1947,FEB,-4.4
Wales,Tmin,1947,MAR,0.2
Wales,Tmin,1947,APR,3.9
Wales,Tmin,1947,MAY,7.2
Wales,Tmin,1947,JUN,9.6
Wales,Tmin,1947,JUL,11.0
Wales,Tmin,1947,AUG,11.8
Wales,Tmin,1947,SEP,9.8
Wales,Tmin,1947,OCT,6.2
Wales,Tmin,1947,NOV,4.3
Wales,Tmin,1947,DEC,2.9
Wales,Tmin,1947,WIN,-1.34
Wales,Tmin,1947,SPR,3.75
Wales,Tmin,1947,SUM,10.82
Wales,Tmin,1947,AUT,6.76
Wales,Tmin,1947,ANN,5.23
Wales,Tmin,1948,JAN,2.4
Wales,Tmin,1948,FEB,1.6
Wales,Tmin,1948,MAR,3.6
Wales,Tmin,1948,APR,3.6
Wales,Tmin,1948,MAY,5.1
Wales,Tmin,1948,JUN,8.8
Wales,Tmin,1948,JUL,10.6
Wales,Tmin,1948,AUG,10.6
Wales,Tmin,1948,SEP,9.6
Wales,Tmin,1948,OCT,6.6
Wales,Tmin,1948,NOV,4.8
Wales,Tmin,1948,DEC,2.5
Wales,Tmin,1948,WIN,2.29
Wales,Tmin,1948,SPR,4.10
Wales,Tmin,1948,SUM,10.00
Wales,Tmin,1948,AUT,6.99
Wales,Tmin,1948,ANN,5.83
Wales,Tmin,1949,JAN,2.8
Wales,Tmin,1949,FEB,2.0
Wales,Tmin,1949,MAR,1.4
Wales,Tmin,1949,APR,5.2
Wales,Tmin,1949,MAY,5.4
Wales,Tmin,1949,JUN,9.1
Wales,Tmin,1949,JUL,11.5
Wales,Tmin,1949,AUG,11.1
Wales,Tmin,1949,SEP,10.9
Wales,Tmin,1949,OCT,8.1
Wales,Tmin,1949,NOV,3.8
Wales,Tmin,1949,DEC,3.1
Wales,Tmin,1949,WIN,2.46
Wales,Tmin,1949,SPR,4.00
Wales,Tmin,1949,SUM,10.61
Wales,Tmin,1949,AUT,7.63
Wales,Tmin,1949,ANN,6.24
Wales,Tmin,1950,JAN,1.6
Wales,Tmin,1950,FEB,2.1
Wales,Tmin,1950,MAR,3.4
Wales,Tmin,1950,APR,3.4
Wales,Tmin,1950,MAY,6.5
Wales,Tmin,1950,JUN,10.2
Wales,Tmin,1950,JUL,10.7
Wales,Tmin,1950,AUG,10.3
Wales,Tmin,1950,SEP,8.9
Wales,Tmin,1950,OCT,6.3
Wales,Tmin,1950,NOV,2.5
Wales,Tmin,1950,DEC,-0.7
Wales,Tmin,1950,WIN,2.27
Wales,Tmin,1950,SPR,4.43
Wales,Tmin,1950,SUM,10.41
Wales,Tmin,1950,AUT,5.89
Wales,Tmin,1950,ANN,5.45
Wales,Tmin,1951,JAN,1.3
Wales,Tmin,1951,FEB,0.5
Wales,Tmin,1951,MAR,0.6
Wales,Tmin,1951,APR,2.2
Wales,Tmin,1951,MAY,5.2
Wales,Tmin,1951,JUN,8.5
Wales,Tmin,1951,JUL,10.7
Wales,Tmin,1951,AUG,10.1
Wales,Tmin,1951,SEP,10.0
Wales,Tmin,1951,OCT,6.0
Wales,Tmin,1951,NOV,5.1
Wales,Tmin,1951,DEC,2.7
Wales,Tmin,1951,WIN,0.36
Wales,Tmin,1951,SPR,2.68
Wales,Tmin,1951,SUM,9.78
Wales,Tmin,1951,AUT,7.04
Wales,Tmin,1951,ANN,5.27
Wales,Tmin,1952,JAN,0.3
Wales,Tmin,1952,FEB,0.3
Wales,Tmin,1952,MAR,3.3
Wales,Tmin,1952,APR,4.1
Wales,Tmin,1952,MAY,7.7
Wales,Tmin,1952,JUN,8.7
Wales,Tmin,1952,JUL,11.4
Wales,Tmin,1952,AUG,10.9
Wales,Tmin,1952,SEP,6.7
Wales,Tmin,1952,OCT,5.6
Wales,Tmin,1952,NOV,1.8
Wales,Tmin,1952,DEC,0.8
Wales,Tmin,1952,WIN,1.10
Wales,Tmin,1952,SPR,5.07
Wales,Tmin,1952,SUM,10.36
Wales,Tmin,1952,AUT,4.70
Wales,Tmin,1952,ANN,5.16
Wales,Tmin,1953,JAN,0.9
Wales,Tmin,1953,FEB,1.0
Wales,Tmin,1953,MAR,0.8
Wales,Tmin,1953,APR,2.5
Wales,Tmin,1953,MAY,7.2
Wales,Tmin,1953,JUN,8.9
Wales,Tmin,1953,JUL,10.9
Wales,Tmin,1953,AUG,11.0
Wales,Tmin,1953,SEP,9.7
Wales,Tmin,1953,OCT,5.7
Wales,Tmin,1953,NOV,5.8
Wales,Tmin,1953,DEC,4.8
Wales,Tmin,1953,WIN,0.90
Wales,Tmin,1953,SPR,3.52
Wales,Tmin,1953,SUM,10.28
Wales,Tmin,1953,AUT,7.02
Wales,Tmin,1953,ANN,5.79
Wales,Tmin,1954,JAN,0.7
Wales,Tmin,1954,FEB,-0.3
Wales,Tmin,1954,MAR,2.3
Wales,Tmin,1954,APR,2.5
Wales,Tmin,1954,MAY,6.4
Wales,Tmin,1954,JUN,8.9
Wales,Tmin,1954,JUL,9.8
Wales,Tmin,1954,AUG,9.9
Wales,Tmin,1954,SEP,8.6
Wales,Tmin,1954,OCT,8.5
Wales,Tmin,1954,NOV,3.9
Wales,Tmin,1954,DEC,4.2
Wales,Tmin,1954,WIN,1.79
Wales,Tmin,1954,SPR,3.75
Wales,Tmin,1954,SUM,9.53
Wales,Tmin,1954,AUT,7.00
Wales,Tmin,1954,ANN,5.48
Wales,Tmin,1955,JAN,0.1
Wales,Tmin,1955,FEB,-1.7
Wales,Tmin,1955,MAR,-0.8
Wales,Tmin,1955,APR,4.4
Wales,Tmin,1955,MAY,5.2
Wales,Tmin,1955,JUN,9.3
Wales,Tmin,1955,JUL,11.3
Wales,Tmin,1955,AUG,12.4
Wales,Tmin,1955,SEP,9.4
Wales,Tmin,1955,OCT,5.3
Wales,Tmin,1955,NOV,3.4
Wales,Tmin,1955,DEC,3.0
Wales,Tmin,1955,WIN,0.97
Wales,Tmin,1955,SPR,2.93
Wales,Tmin,1955,SUM,11.01
Wales,Tmin,1955,AUT,6.02
Wales,Tmin,1955,ANN,5.15
Wales,Tmin,1956,JAN,1.2
Wales,Tmin,1956,FEB,-3.6
Wales,Tmin,1956,MAR,2.2
Wales,Tmin,1956,APR,2.1
Wales,Tmin,1956,MAY,6.1
Wales,Tmin,1956,JUN,8.2
Wales,Tmin,1956,JUL,10.8
Wales,Tmin,1956,AUG,9.2
Wales,Tmin,1956,SEP,10.4
Wales,Tmin,1956,OCT,5.8
Wales,Tmin,1956,NOV,3.6
Wales,Tmin,1956,DEC,3.3
Wales,Tmin,1956,WIN,0.27
Wales,Tmin,1956,SPR,3.46
Wales,Tmin,1956,SUM,9.41
Wales,Tmin,1956,AUT,6.58
Wales,Tmin,1956,ANN,4.96
Wales,Tmin,1957,JAN,2.3
Wales,Tmin,1957,FEB,1.7
Wales,Tmin,1957,MAR,5.6
Wales,Tmin,1957,APR,4.3
Wales,Tmin,1957,MAY,5.4
Wales,Tmin,1957,JUN,8.5
Wales,Tmin,1957,JUL,11.6
Wales,Tmin,1957,AUG,10.9
Wales,Tmin,1957,SEP,9.0
Wales,Tmin,1957,OCT,7.2
Wales,Tmin,1957,NOV,3.4
Wales,Tmin,1957,DEC,1.5
Wales,Tmin,1957,WIN,2.43
Wales,Tmin,1957,SPR,5.14
Wales,Tmin,1957,SUM,10.35
Wales,Tmin,1957,AUT,6.52
Wales,Tmin,1957,ANN,5.98
Wales,Tmin,1958,JAN,0.9
Wales,Tmin,1958,FEB,2.0
Wales,Tmin,1958,MAR,0.0
Wales,Tmin,1958,APR,2.6
Wales,Tmin,1958,MAY,6.2
Wales,Tmin,1958,JUN,8.5
Wales,Tmin,1958,JUL,10.7
Wales,Tmin,1958,AUG,11.1
Wales,Tmin,1958,SEP,10.7
Wales,Tmin,1958,OCT,7.3
Wales,Tmin,1958,NOV,3.9
Wales,Tmin,1958,DEC,1.8
Wales,Tmin,1958,WIN,1.43
Wales,Tmin,1958,SPR,2.97
Wales,Tmin,1958,SUM,10.12
Wales,Tmin,1958,AUT,7.29
Wales,Tmin,1958,ANN,5.49
Wales,Tmin,1959,JAN,-0.6
Wales,Tmin,1959,FEB,1.5
Wales,Tmin,1959,MAR,3.7
Wales,Tmin,1959,APR,4.7
Wales,Tmin,1959,MAY,6.9
Wales,Tmin,1959,JUN,9.2
Wales,Tmin,1959,JUL,10.9
Wales,Tmin,1959,AUG,11.2
Wales,Tmin,1959,SEP,8.3
Wales,Tmin,1959,OCT,8.0
Wales,Tmin,1959,NOV,4.3
Wales,Tmin,1959,DEC,2.9
Wales,Tmin,1959,WIN,0.89
Wales,Tmin,1959,SPR,5.09
Wales,Tmin,1959,SUM,10.44
Wales,Tmin,1959,AUT,6.89
Wales,Tmin,1959,ANN,5.94
Wales,Tmin,1960,JAN,1.2
Wales,Tmin,1960,FEB,0.5
Wales,Tmin,1960,MAR,2.8
Wales,Tmin,1960,APR,3.8
Wales,Tmin,1960,MAY,7.3
Wales,Tmin,1960,JUN,9.8
Wales,Tmin,1960,JUL,10.2
Wales,Tmin,1960,AUG,9.9
Wales,Tmin,1960,SEP,8.5
Wales,Tmin,1960,OCT,6.2
Wales,Tmin,1960,NOV,3.8
Wales,Tmin,1960,DEC,0.8
Wales,Tmin,1960,WIN,1.52
Wales,Tmin,1960,SPR,4.66
Wales,Tmin,1960,SUM,9.99
Wales,Tmin,1960,AUT,6.19
Wales,Tmin,1960,ANN,5.43
Wales,Tmin,1961,JAN,0.6
Wales,Tmin,1961,FEB,3.7
Wales,Tmin,1961,MAR,3.5
Wales,Tmin,1961,APR,5.6
Wales,Tmin,1961,MAY,5.7
Wales,Tmin,1961,JUN,8.5
Wales,Tmin,1961,JUL,9.9
Wales,Tmin,1961,AUG,10.5
Wales,Tmin,1961,SEP,10.1
Wales,Tmin,1961,OCT,6.9
Wales,Tmin,1961,NOV,3.3
Wales,Tmin,1961,DEC,-0.6
Wales,Tmin,1961,WIN,1.63
Wales,Tmin,1961,SPR,4.94
Wales,Tmin,1961,SUM,9.64
Wales,Tmin,1961,AUT,6.77
Wales,Tmin,1961,ANN,5.65
Wales,Tmin,1962,JAN,1.2
Wales,Tmin,1962,FEB,1.5
Wales,Tmin,1962,MAR,-1.7
Wales,Tmin,1962,APR,2.9
Wales,Tmin,1962,MAY,5.4
Wales,Tmin,1962,JUN,7.9
Wales,Tmin,1962,JUL,10.0
Wales,Tmin,1962,AUG,10.0
Wales,Tmin,1962,SEP,8.5
Wales,Tmin,1962,OCT,6.0
Wales,Tmin,1962,NOV,2.5
Wales,Tmin,1962,DEC,-0.4
Wales,Tmin,1962,WIN,0.69
Wales,Tmin,1962,SPR,2.22
Wales,Tmin,1962,SUM,9.32
Wales,Tmin,1962,AUT,5.69
Wales,Tmin,1962,ANN,4.51
Wales,Tmin,1963,JAN,-5.2
Wales,Tmin,1963,FEB,-4.0
Wales,Tmin,1963,MAR,2.2
Wales,Tmin,1963,APR,4.2
Wales,Tmin,1963,MAY,5.7
Wales,Tmin,1963,JUN,9.7
Wales,Tmin,1963,JUL,9.7
Wales,Tmin,1963,AUG,10.0
Wales,Tmin,1963,SEP,8.2
Wales,Tmin,1963,OCT,7.3
Wales,Tmin,1963,NOV,4.7
Wales,Tmin,1963,DEC,-0.3
Wales,Tmin,1963,WIN,-3.16
Wales,Tmin,1963,SPR,4.05
Wales,Tmin,1963,SUM,9.81
Wales,Tmin,1963,AUT,6.73
Wales,Tmin,1963,ANN,4.41
Wales,Tmin,1964,JAN,0.9
Wales,Tmin,1964,FEB,1.2
Wales,Tmin,1964,MAR,1.1
Wales,Tmin,1964,APR,4.2
Wales,Tmin,1964,MAY,7.9
Wales,Tmin,1964,JUN,9.0
Wales,Tmin,1964,JUL,10.7
Wales,Tmin,1964,AUG,10.0
Wales,Tmin,1964,SEP,8.9
Wales,Tmin,1964,OCT,4.7
Wales,Tmin,1964,NOV,4.4
Wales,Tmin,1964,DEC,0.4
Wales,Tmin,1964,WIN,0.60
Wales,Tmin,1964,SPR,4.40
Wales,Tmin,1964,SUM,9.91
Wales,Tmin,1964,AUT,5.97
Wales,Tmin,1964,ANN,5.28
Wales,Tmin,1965,JAN,0.6
Wales,Tmin,1965,FEB,-0.4
Wales,Tmin,1965,MAR,0.8
Wales,Tmin,1965,APR,3.3
Wales,Tmin,1965,MAY,6.5
Wales,Tmin,1965,JUN,8.9
Wales,Tmin,1965,JUL,9.4
Wales,Tmin,1965,AUG,10.0
Wales,Tmin,1965,SEP,7.6
Wales,Tmin,1965,OCT,6.9
Wales,Tmin,1965,NOV,1.5
Wales,Tmin,1965,DEC,1.9
Wales,Tmin,1965,WIN,0.20
Wales,Tmin,1965,SPR,3.54
Wales,Tmin,1965,SUM,9.44
Wales,Tmin,1965,AUT,5.35
Wales,Tmin,1965,ANN,4.79
Wales,Tmin,1966,JAN,0.5
Wales,Tmin,1966,FEB,3.0
Wales,Tmin,1966,MAR,2.9
Wales,Tmin,1966,APR,3.5
Wales,Tmin,1966,MAY,5.9
Wales,Tmin,1966,JUN,10.1
Wales,Tmin,1966,JUL,10.1
Wales,Tmin,1966,AUG,9.6
Wales,Tmin,1966,SEP,9.1
Wales,Tmin,1966,OCT,6.2
Wales,Tmin,1966,NOV,2.5
Wales,Tmin,1966,DEC,3.0
Wales,Tmin,1966,WIN,1.79
Wales,Tmin,1966,SPR,4.09
Wales,Tmin,1966,SUM,9.95
Wales,Tmin,1966,AUT,5.90
Wales,Tmin,1966,ANN,5.54
Wales,Tmin,1967,JAN,1.8
Wales,Tmin,1967,FEB,1.9
Wales,Tmin,1967,MAR,3.3
Wales,Tmin,1967,APR,3.5
Wales,Tmin,1967,MAY,5.6
Wales,Tmin,1967,JUN,8.5
Wales,Tmin,1967,JUL,10.9
Wales,Tmin,1967,AUG,10.6
Wales,Tmin,1967,SEP,9.2
Wales,Tmin,1967,OCT,7.2
Wales,Tmin,1967,NOV,2.0
Wales,Tmin,1967,DEC,1.8
Wales,Tmin,1967,WIN,2.24
Wales,Tmin,1967,SPR,4.15
Wales,Tmin,1967,SUM,10.03
Wales,Tmin,1967,AUT,6.16
Wales,Tmin,1967,ANN,5.56
Wales,Tmin,1968,JAN,1.9
Wales,Tmin,1968,FEB,-1.4
Wales,Tmin,1968,MAR,2.0
Wales,Tmin,1968,APR,2.6
Wales,Tmin,1968,MAY,4.9
Wales,Tmin,1968,JUN,9.3
Wales,Tmin,1968,JUL,9.9
Wales,Tmin,1968,AUG,10.7
Wales,Tmin,1968,SEP,9.5
Wales,Tmin,1968,OCT,9.4
Wales,Tmin,1968,NOV,3.8
Wales,Tmin,1968,DEC,0.7
Wales,Tmin,1968,WIN,0.84
Wales,Tmin,1968,SPR,3.16
Wales,Tmin,1968,SUM,9.97
Wales,Tmin,1968,AUT,7.61
Wales,Tmin,1968,ANN,5.30
Wales,Tmin,1969,JAN,2.7
Wales,Tmin,1969,FEB,-2.2
Wales,Tmin,1969,MAR,0.0
Wales,Tmin,1969,APR,2.5
Wales,Tmin,1969,MAY,6.2
Wales,Tmin,1969,JUN,8.0
Wales,Tmin,1969,JUL,10.8
Wales,Tmin,1969,AUG,11.2
Wales,Tmin,1969,SEP,9.3
Wales,Tmin,1969,OCT,9.0
Wales,Tmin,1969,NOV,2.1
Wales,Tmin,1969,DEC,0.3
Wales,Tmin,1969,WIN,0.47
Wales,Tmin,1969,SPR,2.94
Wales,Tmin,1969,SUM,10.03
Wales,Tmin,1969,AUT,6.80
Wales,Tmin,1969,ANN,5.05
Wales,Tmin,1970,JAN,0.9
Wales,Tmin,1970,FEB,-0.2
Wales,Tmin,1970,MAR,0.2
Wales,Tmin,1970,APR,2.5
Wales,Tmin,1970,MAY,7.4
Wales,Tmin,1970,JUN,10.3
Wales,Tmin,1970,JUL,10.3
Wales,Tmin,1970,AUG,10.7
Wales,Tmin,1970,SEP,10.0
Wales,Tmin,1970,OCT,6.8
Wales,Tmin,1970,NOV,4.9
Wales,Tmin,1970,DEC,1.5
Wales,Tmin,1970,WIN,0.35
Wales,Tmin,1970,SPR,3.38
Wales,Tmin,1970,SUM,10.45
Wales,Tmin,1970,AUT,7.22
Wales,Tmin,1970,ANN,5.48
Wales,Tmin,1971,JAN,1.9
Wales,Tmin,1971,FEB,1.1
Wales,Tmin,1971,MAR,1.5
Wales,Tmin,1971,APR,3.2
Wales,Tmin,1971,MAY,5.9
Wales,Tmin,1971,JUN,7.9
Wales,Tmin,1971,JUL,10.9
Wales,Tmin,1971,AUG,11.0
Wales,Tmin,1971,SEP,9.2
Wales,Tmin,1971,OCT,7.4
Wales,Tmin,1971,NOV,2.9
Wales,Tmin,1971,DEC,4.0
Wales,Tmin,1971,WIN,1.53
Wales,Tmin,1971,SPR,3.53
Wales,Tmin,1971,SUM,9.93
Wales,Tmin,1971,AUT,6.49
Wales,Tmin,1971,ANN,5.60
Wales,Tmin,1972,JAN,1.3
Wales,Tmin,1972,FEB,1.3
Wales,Tmin,1972,MAR,2.1
Wales,Tmin,1972,APR,4.0
Wales,Tmin,1972,MAY,5.6
Wales,Tmin,1972,JUN,6.7
Wales,Tmin,1972,JUL,10.3
Wales,Tmin,1972,AUG,9.6
Wales,Tmin,1972,SEP,6.5
Wales,Tmin,1972,OCT,6.3
Wales,Tmin,1972,NOV,3.1
Wales,Tmin,1972,DEC,3.1
Wales,Tmin,1972,WIN,2.22
Wales,Tmin,1972,SPR,3.90
Wales,Tmin,1972,SUM,8.91
Wales,Tmin,1972,AUT,5.31
Wales,Tmin,1972,ANN,5.01
Wales,Tmin,1973,JAN,2.1
Wales,Tmin,1973,FEB,1.4
Wales,Tmin,1973,MAR,1.3
Wales,Tmin,1973,APR,2.4
Wales,Tmin,1973,MAY,6.5
Wales,Tmin,1973,JUN,9.0
Wales,Tmin,1973,JUL,10.3
Wales,Tmin,1973,AUG,11.3
Wales,Tmin,1973,SEP,9.6
Wales,Tmin,1973,OCT,5.4
Wales,Tmin,1973,NOV,3.4
Wales,Tmin,1973,DEC,2.0
Wales,Tmin,1973,WIN,2.22
Wales,Tmin,1973,SPR,3.41
Wales,Tmin,1973,SUM,10.21
Wales,Tmin,1973,AUT,6.14
Wales,Tmin,1973,ANN,5.42
Wales,Tmin,1974,JAN,2.8
Wales,Tmin,1974,FEB,2.0
Wales,Tmin,1974,MAR,1.4
Wales,Tmin,1974,APR,3.0
Wales,Tmin,1974,MAY,5.6
Wales,Tmin,1974,JUN,8.5
Wales,Tmin,1974,JUL,10.4
Wales,Tmin,1974,AUG,9.7
Wales,Tmin,1974,SEP,7.6
Wales,Tmin,1974,OCT,4.4
Wales,Tmin,1974,NOV,3.5
Wales,Tmin,1974,DEC,5.1
Wales,Tmin,1974,WIN,2.29
Wales,Tmin,1974,SPR,3.35
Wales,Tmin,1974,SUM,9.53
Wales,Tmin,1974,AUT,5.19
Wales,Tmin,1974,ANN,5.37
Wales,Tmin,1975,JAN,3.7
Wales,Tmin,1975,FEB,1.4
Wales,Tmin,1975,MAR,1.3
Wales,Tmin,1975,APR,3.8
Wales,Tmin,1975,MAY,4.7
Wales,Tmin,1975,JUN,8.4
Wales,Tmin,1975,JUL,11.7
Wales,Tmin,1975,AUG,12.1
Wales,Tmin,1975,SEP,8.2
Wales,Tmin,1975,OCT,5.9
Wales,Tmin,1975,NOV,3.0
Wales,Tmin,1975,DEC,2.8
Wales,Tmin,1975,WIN,3.48
Wales,Tmin,1975,SPR,3.26
Wales,Tmin,1975,SUM,10.78
Wales,Tmin,1975,AUT,5.69
Wales,Tmin,1975,ANN,5.62
Wales,Tmin,1976,JAN,3.1
Wales,Tmin,1976,FEB,1.3
Wales,Tmin,1976,MAR,0.8
Wales,Tmin,1976,APR,3.1
Wales,Tmin,1976,MAY,6.6
Wales,Tmin,1976,JUN,10.1
Wales,Tmin,1976,JUL,11.7
Wales,Tmin,1976,AUG,10.7
Wales,Tmin,1976,SEP,8.5
Wales,Tmin,1976,OCT,6.4
Wales,Tmin,1976,NOV,3.0
Wales,Tmin,1976,DEC,-0.5
Wales,Tmin,1976,WIN,2.40
Wales,Tmin,1976,SPR,3.52
Wales,Tmin,1976,SUM,10.82
Wales,Tmin,1976,AUT,5.98
Wales,Tmin,1976,ANN,5.41
Wales,Tmin,1977,JAN,-0.1
Wales,Tmin,1977,FEB,2.2
Wales,Tmin,1977,MAR,3.3
Wales,Tmin,1977,APR,3.0
Wales,Tmin,1977,MAY,4.9
Wales,Tmin,1977,JUN,7.5
Wales,Tmin,1977,JUL,10.7
Wales,Tmin,1977,AUG,10.1
Wales,Tmin,1977,SEP,8.8
Wales,Tmin,1977,OCT,8.2
Wales,Tmin,1977,NOV,3.0
Wales,Tmin,1977,DEC,3.5
Wales,Tmin,1977,WIN,0.43
Wales,Tmin,1977,SPR,3.77
Wales,Tmin,1977,SUM,9.46
Wales,Tmin,1977,AUT,6.65
Wales,Tmin,1977,ANN,5.44
Wales,Tmin,1978,JAN,0.9
Wales,Tmin,1978,FEB,-0.2
Wales,Tmin,1978,MAR,2.7
Wales,Tmin,1978,APR,2.2
Wales,Tmin,1978,MAY,6.0
Wales,Tmin,1978,JUN,8.4
Wales,Tmin,1978,JUL,9.9
Wales,Tmin,1978,AUG,10.2
Wales,Tmin,1978,SEP,9.4
Wales,Tmin,1978,OCT,8.1
Wales,Tmin,1978,NOV,5.2
Wales,Tmin,1978,DEC,1.4
Wales,Tmin,1978,WIN,1.44
Wales,Tmin,1978,SPR,3.64
Wales,Tmin,1978,SUM,9.52
Wales,Tmin,1978,AUT,7.58
Wales,Tmin,1978,ANN,5.39
Wales,Tmin,1979,JAN,-2.9
Wales,Tmin,1979,FEB,-1.6
Wales,Tmin,1979,MAR,0.9
Wales,Tmin,1979,APR,3.2
Wales,Tmin,1979,MAY,4.5
Wales,Tmin,1979,JUN,8.5
Wales,Tmin,1979,JUL,10.5
Wales,Tmin,1979,AUG,9.8
Wales,Tmin,1979,SEP,8.4
Wales,Tmin,1979,OCT,7.2
Wales,Tmin,1979,NOV,3.6
Wales,Tmin,1979,DEC,2.7
Wales,Tmin,1979,WIN,-0.99
Wales,Tmin,1979,SPR,2.84
Wales,Tmin,1979,SUM,9.60
Wales,Tmin,1979,AUT,6.37
Wales,Tmin,1979,ANN,4.59
Wales,Tmin,1980,JAN,-0.9
Wales,Tmin,1980,FEB,2.7
Wales,Tmin,1980,MAR,1.2
Wales,Tmin,1980,APR,3.5
Wales,Tmin,1980,MAY,5.3
Wales,Tmin,1980,JUN,8.9
Wales,Tmin,1980,JUL,9.7
Wales,Tmin,1980,AUG,10.9
Wales,Tmin,1980,SEP,10.2
Wales,Tmin,1980,OCT,5.1
Wales,Tmin,1980,NOV,3.6
Wales,Tmin,1980,DEC,2.5
Wales,Tmin,1980,WIN,1.49
Wales,Tmin,1980,SPR,3.33
Wales,Tmin,1980,SUM,9.81
Wales,Tmin,1980,AUT,6.28
Wales,Tmin,1980,ANN,5.22
Wales,Tmin,1981,JAN,1.8
Wales,Tmin,1981,FEB,-0.2
Wales,Tmin,1981,MAR,4.5
Wales,Tmin,1981,APR,3.2
Wales,Tmin,1981,MAY,6.5
Wales,Tmin,1981,JUN,8.7
Wales,Tmin,1981,JUL,10.6
Wales,Tmin,1981,AUG,10.9
Wales,Tmin,1981,SEP,9.5
Wales,Tmin,1981,OCT,4.4
Wales,Tmin,1981,NOV,4.5
Wales,Tmin,1981,DEC,-2.1
Wales,Tmin,1981,WIN,1.42
Wales,Tmin,1981,SPR,4.73
Wales,Tmin,1981,SUM,10.08
Wales,Tmin,1981,AUT,6.11
